Genus,species,,ID,Synonym,Other ID,Origin,Version,Source,JGI ID,URL,
Massariosphaeria,phaeospora,,CBS 611.86,,,,v1.0,JGI,Masph1,http://genome.jgi.doe.gov/Masph1/download/Masph1_GeneCatalog_proteins_20160922.aa.fasta.gz,
Meira,miltonrushii,,MCA 3882,,,,v1.0,JGI,Meimi1,http://genome.jgi.doe.gov/Meimi1/download/Meimi1_GeneCatalog_proteins_20150112.aa.fasta.gz,
Melampsora,allii-populina,,12AY07,,,,v1.0,JGI,Melap1finSC_191,http://genome.jgi.doe.gov/Melap1finSC_191/download/Melap1finSC_191_GeneCatalog_proteins_20160125.aa.fasta.gz,
Melampsora,larici-populina,,,,,,v2.0,JGI,Mellp2_3,http://genome.jgi.doe.gov/Mellp2_3/download/Mellp2_3_GeneCatalog_proteins_20151130.aa.fasta.gz,
Melampsora,lini,,CH5,,,,,JGI,Melli1,http://genome.jgi.doe.gov/Melli1/download/Melli1_GeneCatalog_proteins_20150227.aa.fasta.gz,
Melanconium,sp.,,NRRL 54901,,,,v1.0,JGI,Melsp1,http://genome.jgi.doe.gov/Melsp1/download/Melsp1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Melanomma,pulvis-pyrius,,,,,,v1.0,JGI,Melpu1,http://genome.jgi.doe.gov/Melpu1/download/Melpu1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Melanospora,tiffanyae,,F1KG0001,,,,v1.0,JGI,Melti1,http://genome.jgi.doe.gov/Melti1/download/Melti1_GeneCatalog_proteins_20150427.aa.fasta.gz,
Melanotaenium,endogenum,,CBS 481.91,,,,v1.0,JGI,Melen1,http://genome.jgi.doe.gov/Melen1/download/Melen1_GeneCatalog_proteins_20160411.aa.fasta.gz,
Meliniomyces,bicolor,,E,,,,v2.0,JGI,Melbi2,http://genome.jgi.doe.gov/Melbi2/download/Melbi2.all_proteins.FilteredModels2.gff3.gz.tar.gz,
Meliniomyces,variabilis,,F,,,,v1.0,JGI,Melva1,http://genome.jgi.doe.gov/Melva1/download/Melva1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Meredithblackwellia,eburnea,,MCA 4105,,,,v1.0,JGI,Mereb1,http://genome.jgi.doe.gov/Mereb1/download/Mereb1_GeneCatalog_proteins_20150713.aa.fasta.gz,
Metarhizium,acridum,,CQMa 102,,,,,JGI,Metac1,http://genome.jgi.doe.gov/Metac1/download/Metac1.all_proteins.ExternalModels.gff3.gz.tar.gz,
Metarhizium,robertsii,,ARSEF 23,,,,,JGI,Metro1,http://genome.jgi.doe.gov/Metro1/download/Metro1_GeneCatalog_proteins_20160603.aa.fasta.gz,
Metschnikowia,bicuspidata,,NRRL YB-4993,,,,v1.0,JGI,Metbi1,http://genome.jgi.doe.gov/Metbi1/download/Metbi1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Metschnikowia,fructicola,,277,,,,,JGI,Metfru2,http://genome.jgi.doe.gov/Metfru2/download/Metfru2_GeneCatalog_proteins_20170818.aa.fasta.gz,
Meyerozyma,guilliermondii,,ATCC 6260,,,,,JGI,Meygui1,http://genome.jgi.doe.gov/Meygui1/download/Meygui1_GeneCatalog_proteins_20160903.aa.fasta.gz,
Microascus,trigonosporus,,CBS 218.31,,,,v1.0,JGI,Mictr1,http://genome.jgi.doe.gov/Mictr1/download/Mictr1_GeneCatalog_proteins_20140926.aa.fasta.gz,
Microbotryum,lychnidis-dioicae,,p1A1 Lamole,,,,,JGI,Micld1,http://genome.jgi.doe.gov/Micld1/download/Micld1_GeneCatalog_proteins_20161101.aa.fasta.gz,
Microbotryum,violaceum,,p1A1 Lamole,,,,v1.0,JGI,Micvi1,http://genome.jgi.doe.gov/Micvi1/download/Micvi1_GeneCatalog_proteins_20150718.aa.fasta.gz,
Microdochium,bolleyi,,J235TASD1,,,,v1.0,JGI,Micbo1,http://genome.jgi.doe.gov/Micbo1/download/Micbo1_GeneCatalog_proteins_20151118.aa.fasta.gz,
Microdochium,trichocladiopsis,,CBS 623.77,,,,v1.0,JGI,Mictri1,http://genome.jgi.doe.gov/Mictri1/download/Mictri1_GeneCatalog_proteins_20170510.aa.fasta.gz,
Microsporum,canis,,CBS 113480,,,,,JGI,Micca1,http://genome.jgi.doe.gov/Micca1/download/Micca1.all_proteins.BroadModels.gff3.gz.tar.gz,
Microstromatales,sp.,,MCA 4718,,,,v1.0,JGI,Rhodsp1,http://genome.jgi.doe.gov/Rhodsp1/download/Rhodsp1_GeneCatalog_proteins_20150111.aa.fasta.gz,
Microthyrium,microscopicum,,CBS 115976,,,,v1.0,JGI,Micmi1,http://genome.jgi.doe.gov/Micmi1/download/Micmi1_GeneCatalog_proteins_20150625.aa.fasta.gz,
Mixia,osmundae,,IAM 14324,,,,v1.0,JGI,Mixos1,http://genome.jgi.doe.gov/Mixos1/download/Mixos1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Moesziomyces,aphidis,,DSM 70725,,,,,JGI,Moeaph1,http://genome.jgi.doe.gov/Moeaph1/download/Moeaph1_GeneCatalog_proteins_20170701.aa.fasta.gz,
Monacrosporium,haptotylum,,CBS 200.5,,,,,JGI,Monha1,http://genome.jgi.doe.gov/Monha1/download/Monha1.all_proteins.ExternalModels.gff3.gz.tar.gz,
Monascus,purpureus,,,,,,v1.0,JGI,Monpu1,http://genome.jgi.doe.gov/Monpu1/download/Monpu1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Monascus,ruber,,NRRL 1597,,,,v1.0,JGI,Monru1,http://genome.jgi.doe.gov/Monru1/download/Monru1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Moniliella,sp.,,MCA 3643,,,,v1.0,JGI,Monili2,http://genome.jgi.doe.gov/Monili2/download/Monili2_GeneCatalog_proteins_20170731.aa.fasta.gz,
Moniliophthora,perniciosa,,FA553,,,,,JGI,Monpe1_1,http://genome.jgi.doe.gov/Monpe1_1/download/Monpe1_1.all_proteins.ExternalModels.gff3.gz.tar.gz,
Morchella,conica,,CCBAS932,,,,v1.0,JGI,Morco1,http://genome.jgi.doe.gov/Morco1/download/Morco1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Morchella,importuna,,SCYDJ1-A1,,,,v1.0,JGI,Morimp1,http://genome.jgi.doe.gov/Morimp1/download/Morimp1_GeneCatalog_proteins_20150807.aa.fasta.gz,
Mortierella,elongata,,AG-77,,,,v2.0,JGI,Morel2,http://genome.jgi.doe.gov/Morel2/download/Morel2_GeneCatalog_proteins_20151120.aa.fasta.gz,
Mortierella,multidivaricata,,RSA 2152 T,,,,v1.0,JGI,Mormul1,http://genome.jgi.doe.gov/Mormul1/download/Mormul1_GeneCatalog_proteins_20160906.aa.fasta.gz,
Mortierella,verticillata,,NRRL 6337,,,,,JGI,Morve1,http://genome.jgi.doe.gov/Morve1/download/Morve1_GeneCatalog_proteins_20161024.aa.fasta.gz,
Mrakia,frigida,,ATCC 22029,,,,v1.0,JGI,Mrafri1,http://genome.jgi.doe.gov/Mrafri1/download/Mrafri1_GeneCatalog_proteins_20160413.aa.fasta.gz,
Mucor,circinelloides,,CBS 277.49,,,,v2.0,JGI,Mucci2,http://genome.jgi.doe.gov/Mucci2/download/Mucci2.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Mucor,cordense,,RSA 1222,,,,v1.0,JGI,Kircor1,http://genome.jgi.doe.gov/Kircor1/download/Kircor1_GeneCatalog_proteins_20160812.aa.fasta.gz,
Mucor,heterogamus,,NRRL 1489,,,,v1.0,JGI,Zyghet1,http://genome.jgi.doe.gov/Zyghet1/download/Zyghet1_GeneCatalog_proteins_20160427.aa.fasta.gz,
Multifurca,ochricompacta,,BPL690,,,,v1.0,JGI,Muloch1,http://genome.jgi.doe.gov/Muloch1/download/Muloch1_GeneCatalog_proteins_20170119.aa.fasta.gz,
Mutinus,elegans,,ME.BST,,,,v1.0,JGI,Mutel1,http://genome.jgi.doe.gov/Mutel1/download/Mutel1_GeneCatalog_proteins_20150215.aa.fasta.gz,
Myceliophthora,heterothallica,,CBS 202.75,,,,v1.0,JGI,Mychet1,http://genome.jgi.doe.gov/Mychet1/download/Mychet1_GeneCatalog_proteins_20170418.aa.fasta.gz,
Myceliophthora,heterothallica,,CBS 203.75,,,,v1.0,JGI,Myche1,http://genome.jgi.doe.gov/Myche1/download/Myche1_GeneCatalog_proteins_20150518.aa.fasta.gz,
Myceliophthora,thermophila,,,Sporotrichum thermophile,,,v2.0,JGI,Spoth2,http://genome.jgi.doe.gov/Spoth2/download/Spoth2.all_proteins.FilteredModels2.gff3.gz.tar.gz,
Mycena,capillaripes,,Frankland 9286,,,,v1.0,JGI,Mycrub1,http://genome.jgi.doe.gov/Mycrub1/download/Mycrub1_GeneCatalog_proteins_20170201.aa.fasta.gz,
Mycena,galopus,,ATCC-62051,,,,v1.0,JGI,Mycgal1,http://genome.jgi.doe.gov/Mycgal1/download/Mycgal1_GeneCatalog_proteins_20160823.aa.fasta.gz,
Mycena,haematopus,,CBHHK189,,,,v1.0,JGI,Mychae1,http://genome.jgi.doe.gov/Mychae1/download/Mychae1_GeneCatalog_proteins_20170323.aa.fasta.gz,
Mycena,rosella,,CBHHK067,,,,v1.0,JGI,Mycros1,http://genome.jgi.doe.gov/Mycros1/download/Mycros1_GeneCatalog_proteins_20170424.aa.fasta.gz,
Mycena,sp.,,CBHHK59/15,,,,v1.0,JGI,Myc59_1,http://genome.jgi.doe.gov/Myc59_1/download/Myc59_1_GeneCatalog_proteins_20170610.aa.fasta.gz,
Mycosphaerella,graminicola,,,,,,v2.0,JGI,Mycgr3,http://genome.jgi.doe.gov/Mycgr3/download/Mgraminicolav2.FilteredModels1.proteins.fasta.gz,
Mycotypha,africana,,NRRL 2978,,,,v1.0,JGI,Mycafr1,http://genome.jgi.doe.gov/Mycafr1/download/Mycafr1_GeneCatalog_proteins_20160506.aa.fasta.gz,
Myriangium,duriaei,,CBS 260.36,,,,v1.0,JGI,Myrdu1,http://genome.jgi.doe.gov/Myrdu1/download/Myrdu1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Myrothecium,inundatum,,CBS 120646,,,,v1.0,JGI,Myrin1,http://genome.jgi.doe.gov/Myrin1/download/Myrin1_GeneCatalog_proteins_20140928.aa.fasta.gz,
Mytilinidion,resinicola,,CBS 304.34,,,,v1.0,JGI,Mytre1,http://genome.jgi.doe.gov/Mytre1/download/Mytre1_GeneCatalog_proteins_20150115.aa.fasta.gz,
Nadsonia,fulvescens,var. elongata DSM 6958,,,,,v1.0,JGI,Nadfu1,http://genome.jgi.doe.gov/Nadfu1/download/Nadfu1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Naiadella,fluitans,,ATCC 64713,,,,v1.0,JGI,Naifl1,http://genome.jgi.doe.gov/Naifl1/download/Naifl1.all_proteins.FilteredModels2.gff3.gz.tar.gz,
Nakaseomyces,bacillisporus,,CBS 7720,,,,,JGI,Nakbac1,http://genome.jgi.doe.gov/Nakbac1/download/Nakbac1_GeneCatalog_proteins_20160804.aa.fasta.gz,
Nakaseomyces,delphensis,,CBS 2170,,,,,JGI,Nakdel1,http://genome.jgi.doe.gov/Nakdel1/download/Nakdel1_GeneCatalog_proteins_20160805.aa.fasta.gz,
Naohidea,sebacea,,CBS 8477 (P95),,,,v1.0,JGI,Naose1,http://genome.jgi.doe.gov/Naose1/download/Naose1_GeneCatalog_proteins_20150719.aa.fasta.gz,
Nectria,haematococca,,,,,,v2.0,JGI,Necha2,http://genome.jgi.doe.gov/Necha2/download/Necha2.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Nematocida,parisii,,ERTm1,,,,,JGI,Nempa1,http://genome.jgi.doe.gov/Nempa1/download/Nempa1.all_proteins.BroadModels.gff3.gz.tar.gz,
Neocallimastix,californiae,,G1,,,,v1.0,JGI,Neosp1,http://genome.jgi.doe.gov/Neosp1/download/Neosp1_GeneCatalog_proteins_20170918.aa.fasta.gz,
Neofusicoccum,parvum,,UCRNP2,,,,,JGI,Neopa1,http://genome.jgi.doe.gov/Neopa1/download/Neopa1.all_proteins.ExternalModels.gff3.gz.tar.gz,
Neolecta,irregularis,,DAH-1,,,,v1.0,JGI,Neoirr1,http://genome.jgi.doe.gov/Neoirr1/download/Neoirr1_GeneCatalog_proteins_20160803.aa.fasta.gz,
Neolentinus,lepideus,,,,,,v1.0,JGI,Neole1,http://genome.jgi.doe.gov/Neole1/download/Neole1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Neonectria,ditissima,,R09/05,,,,,JGI,Neodi1,http://genome.jgi.doe.gov/Neodi1/download/Neodi1_GeneCatalog_proteins_20170711.aa.fasta.gz,
Neosartorya,fischeri,,NRRL 181,,,,,JGI,Neofi1,http://genome.jgi.doe.gov/Neofi1/download/Neofi1.all_proteins.ExternalModels.gff3.gz.tar.gz,
Neurospora,crassa,,FGSC 73 trp-3,,,,v1.0,JGI,Neucr_trp3_1,http://genome.jgi.doe.gov/Neucr_trp3_1/download/Neucr_trp3_1.all_proteins.FilteredModels3.gff3.gz.tar.gz,
Neurospora,crassa,,OR74A,,,,v2.0,JGI,Neucr2,http://genome.jgi.doe.gov/Neucr2/download/Neucr2.all_proteins.BroadModels.gff3.gz.tar.gz,
Neurospora,discreta,,FGSC 8579 mat A,,,,,JGI,Neudi1,http://genome.jgi.doe.gov/Neudi1/download/Ndiscreta.FilteredModels2.proteins.fasta.gz,
Neurospora,tetrasperma,,FGSC 2508 mat A,,,,v2.0,JGI,Neute_matA2,http://genome.jgi.doe.gov/Neute_matA2/download/N.tetrasperma_matA_v2_FilteredModels.proteins.fasta.gz,
Niesslia,exilis,,CBS 358.7,,,,v1.0,JGI,Nieex1,http://genome.jgi.doe.gov/Nieex1/download/Nieex1_GeneCatalog_proteins_20140925.aa.fasta.gz,
Nosema,ceranae,,BRL01,,,,,JGI,Nosce1,http://genome.jgi.doe.gov/Nosce1/download/Nosce1.all_proteins.ExternalModels.gff3.gz.tar.gz,
Obba,rivulosa,,3A-2,,,,v1.0,JGI,Obbri1,http://genome.jgi.doe.gov/Obbri1/download/Obbri1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Ogataea,parapolymorpha,,DL-1,,,,,JGI,Ogapa1,http://genome.jgi.doe.gov/Ogapa1/download/Ogapa1_GeneCatalog_proteins_20161024.aa.fasta.gz,
Ogataea,polymorpha,,NCYC 495 leu1.1,,,,v2.0,JGI,Hanpo2,http://genome.jgi.doe.gov/Hanpo2/download/Hanpo2.all_proteins.FilteredModels2.gff3.gz.tar.gz,
Oidiodendron,maius,,Zn,,,,v1.0,JGI,Oidma1,http://genome.jgi.doe.gov/Oidma1/download/Oidma1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Omphalotus,olearius,,,,,,,JGI,Ompol1,http://genome.jgi.doe.gov/Ompol1/download/Ompol1.all_proteins.ExternalModels.gff3.gz.tar.gz,
Onnia,scaura,,P-53A,,,,v1.0,JGI,Onnsc1,http://genome.jgi.doe.gov/Onnsc1/download/Onnsc1_GeneCatalog_proteins_20150419.aa.fasta.gz,
Ophiobolus,disseminans,,CBS 113818,,,,v1.0,JGI,Ophdi1,http://genome.jgi.doe.gov/Ophdi1/download/Ophdi1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Ophiostoma,novo-ulmi,subsp. novo-ulmi,H327,,,,,JGI,Ophnu1,http://genome.jgi.doe.gov/Ophnu1/download/Ophnu1_GeneCatalog_proteins_20170425.aa.fasta.gz,
Ophiostoma,piceae,,UAMH 11346,,,,,JGI,Ophpic1,http://genome.jgi.doe.gov/Ophpic1/download/Ophpic1_GeneCatalog_proteins_20151205.aa.fasta.gz,
Ophiostoma,piliferum,,,,,,,JGI,Ophpi1,http://genome.jgi.doe.gov/Ophpi1/download/Ophpi1.all_proteins.ExternalModels.gff3.gz.tar.gz,
Orpinomyces,sp.,,,,,,,JGI,Orpsp1_1,http://genome.jgi.doe.gov/Orpsp1_1/download/Orpsp1_1_GeneCatalog_proteins_20140826.aa.fasta.gz,
Oudemansiella,mucida,,CBS 558.79,,,,v1.0,JGI,Oudmuc1,http://genome.jgi.doe.gov/Oudmuc1/download/Oudmuc1_GeneCatalog_proteins_20160525.aa.fasta.gz,
Pachysolen,tannophilus,,NRRL Y-2460,,,,v1.2,JGI,Pacta1_2,http://genome.jgi.doe.gov/Pacta1_2/download/Pacta1_2.all_proteins.Filteredmodels2.gff3.gz.tar.gz,
Panaeolus,papilionaceus,,CIRM-BRFM 715,,,,v1.0,JGI,Panpap1,http://genome.jgi.doe.gov/Panpap1/download/Panpap1_GeneCatalog_proteins_20170130.aa.fasta.gz,
Panellus,stipticus,,KUC8834,,,,v1.1,JGI,Panst_KUC8834_1_1,http://genome.jgi.doe.gov/Panst_KUC8834_1_1/download/Panst_KUC8834_1_1_GeneCatalog_proteins_20140710.aa.fasta.gz,
Panellus,stipticus,,LUM,,,,v1.0,JGI,Panst_LUM_1_1,http://genome.jgi.doe.gov/Panst_LUM_1_1/download/Panst_LUM_1_1_GeneCatalog_proteins_20160628.aa.fasta.gz,
Panus,rudis,,PR-1116 ss-1,,,,v1.0,JGI,Panru1,http://genome.jgi.doe.gov/Panru1/download/Panru1_GeneCatalog_proteins_20141214.aa.fasta.gz,
Paracoccidioides,brasiliensis,,Pb03,,,,,JGI,Parbr1,http://genome.jgi.doe.gov/Parbr1/download/Parbr1.all_proteins.BroadModels.gff3.gz.tar.gz,
Paracoccidioides,brasiliensis,,Pb18,,,,,JGI,Parbra1,http://genome.jgi.doe.gov/Parbra1/download/Parbra1_GeneCatalog_proteins_20161024.aa.fasta.gz,
Paraconiothyrium,sporulosum,,AP3s5-JAC2a,,,,v1.0,JGI,Parsp1,http://genome.jgi.doe.gov/Parsp1/download/Parsp1_GeneCatalog_proteins_20141011.aa.fasta.gz,
Parasitella,parasitica,,,,,,v1.0,JGI,Parpar1,http://genome.jgi.doe.gov/Parpar1/download/Parpar1_GeneCatalog_proteins_20160126.aa.fasta.gz,
Patellaria,atrata,,,,,,v1.0,JGI,Patat1,http://genome.jgi.doe.gov/Patat1/download/Patat1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Paxillus,adelphus,,Ve08.2h10,,,,v2.0,JGI,Paxru2,http://genome.jgi.doe.gov/Paxru2/download/Paxru2_GeneCatalog_proteins_20151118.aa.fasta.gz,
Paxillus,ammoniavirescens,,Pou09.2,,,,v1.0,JGI,Paxam1,http://genome.jgi.doe.gov/Paxam1/download/Paxam1_GeneCatalog_proteins_20150425.aa.fasta.gz,
Paxillus,involutus,,ATCC 200175,,,,v1.0,JGI,Paxin1,http://genome.jgi.doe.gov/Paxin1/download/Paxin1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Penicillium,antarcticum,,IBT 31811,,,,,JGI,Penant1,http://genome.jgi.doe.gov/Penant1/download/Penant1_GeneCatalog_proteins_20170601.aa.fasta.gz,
Penicillium,bilaiae,,ATCC 20851,,,,v1.0,JGI,Penbi1,http://genome.jgi.doe.gov/Penbi1/download/Penbi1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Penicillium,brevicompactum,,1011305,,,,v2.0,JGI,Penbr2,http://genome.jgi.doe.gov/Penbr2/download/Penbr2_GeneCatalog_proteins_20130810.aa.fasta.gz,
Penicillium,brevicompactum,,AgRF18,,,,v1.0,JGI,PenbrAgRF18_1,http://genome.jgi.doe.gov/PenbrAgRF18_1/download/PenbrAgRF18_1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Penicillium,canescens,,ATCC 10419,,,,v1.0,JGI,Penca1,http://genome.jgi.doe.gov/Penca1/download/Penca1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Penicillium,chrysogenum,,Wisconsin 54-1255,,,,,JGI,PenchWisc1_1,http://genome.jgi.doe.gov/PenchWisc1_1/download/PenchWisc1_1.all_proteins.ExternalModels.gff3.gz.tar.gz,
Penicillium,chrysogenum,,,,,,v1.0,JGI,Pench1,http://genome.jgi.doe.gov/Pench1/download/Pench1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Penicillium,coprophilum,,IBT 31321,,,,,JGI,Pencop1,http://genome.jgi.doe.gov/Pencop1/download/Pencop1_GeneCatalog_proteins_20170602.aa.fasta.gz,
Penicillium,decumbens,,IBT 11843,,,,,JGI,Pendec1,http://genome.jgi.doe.gov/Pendec1/download/Pendec1_GeneCatalog_proteins_20170601.aa.fasta.gz,
Penicillium,digitatum,,PHI26,,,,,JGI,Pendi1,http://genome.jgi.doe.gov/Pendi1/download/Pendi1.all_proteins.ExternalModels.gff3.gz.tar.gz,
Penicillium,digitatum,,Pd1,,,,,JGI,Pendig1,http://genome.jgi.doe.gov/Pendig1/download/Pendig1_GeneCatalog_proteins_20170530.aa.fasta.gz,
Penicillium,expansum,,ATCC 24692,,,,v1.0,JGI,Penex1,http://genome.jgi.doe.gov/Penex1/download/Penex1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Penicillium,expansum,,d1,,,,,JGI,Penexp1,http://genome.jgi.doe.gov/Penexp1/download/Penexp1_GeneCatalog_proteins_20170706.aa.fasta.gz,
Penicillium,fellutanum,,ATCC 48694,,,,v1.0,JGI,Penfe1,http://genome.jgi.doe.gov/Penfe1/download/Penfe1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Penicillium,flavigenum,,IBT 14082,,,,,JGI,Penfla1,http://genome.jgi.doe.gov/Penfla1/download/Penfla1_GeneCatalog_proteins_20170601.aa.fasta.gz,
Penicillium,glabrum,,DAOM 239074,,,,v1.0,JGI,Pengl1,http://genome.jgi.doe.gov/Pengl1/download/Pengl1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Penicillium,griseofulvum,,PG3,,,,,JGI,Pengri1,http://genome.jgi.doe.gov/Pengri1/download/Pengri1_GeneCatalog_proteins_20170529.aa.fasta.gz,
Penicillium,italicum,,PHI-1,,,,,JGI,Penita1,http://genome.jgi.doe.gov/Penita1/download/Penita1_GeneCatalog_proteins_20170529.aa.fasta.gz,
Penicillium,janthinellum,,ATCC 10455,,,,v1.0,JGI,Penja1,http://genome.jgi.doe.gov/Penja1/download/Penja1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Penicillium,lanosocoeruleum,,ATCC 48919,,,,v1.0,JGI,Penla1,http://genome.jgi.doe.gov/Penla1/download/Penla1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Penicillium,nalgiovense,,FM193,,,,,JGI,Pennal1,http://genome.jgi.doe.gov/Pennal1/download/Pennal1_GeneCatalog_proteins_20170601.aa.fasta.gz,
Penicillium,oxalicum,,114-2,,,,,JGI,Penox1,http://genome.jgi.doe.gov/Penox1/download/Penox1.all_proteins.ExternalModels.gff3.gz.tar.gz,
Penicillium,polonicum,,IBT 4502,,,,,JGI,Penpol1,http://genome.jgi.doe.gov/Penpol1/download/Penpol1_GeneCatalog_proteins_20170601.aa.fasta.gz,
Penicillium,raistrickii,,ATCC 10490,,,,v1.0,JGI,Penra1,http://genome.jgi.doe.gov/Penra1/download/Penra1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Penicillium,solitum,,IBT 29525,,,,,JGI,Pensol1,http://genome.jgi.doe.gov/Pensol1/download/Pensol1_GeneCatalog_proteins_20170601.aa.fasta.gz,
Penicillium,steckii,,IBT 24891,,,,,JGI,Penste1,http://genome.jgi.doe.gov/Penste1/download/Penste1_GeneCatalog_proteins_20170601.aa.fasta.gz,
Penicillium,subrubescens,,CBS 132785,,,,,JGI,Pensub1,http://genome.jgi.doe.gov/Pensub1/download/Pensub1_GeneCatalog_proteins_20160929.aa.fasta.gz,
Penicillium,thymicola,,DAOMC 180753,,,,v1.0,JGI,Penth1,http://genome.jgi.doe.gov/Penth1/download/Penth1_GeneCatalog_proteins_20150617.aa.fasta.gz,
Penicillium,vulpinum,,IBT 29486,,,,,JGI,Penvul1,http://genome.jgi.doe.gov/Penvul1/download/Penvul1_GeneCatalog_proteins_20170601.aa.fasta.gz,
Peniophora,sp.,,CONTA,,,,v1.0,JGI,Lopni1,http://genome.jgi.doe.gov/Lopni1/download/Lopni1_GeneCatalog_proteins_20150213.aa.fasta.gz,
Peniophora,sp.,,,,,,v1.0,JGI,Ricme1,http://genome.jgi.doe.gov/Ricme1/download/Ricme1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Periconia,macrospinosa,,DSE2036,,,,v1.0,JGI,Perma1,http://genome.jgi.doe.gov/Perma1/download/Perma1_GeneCatalog_proteins_20141217.aa.fasta.gz,
Phaeoacremonium,aleophilum,,UCRPA7,,,,,JGI,Phaal1,http://genome.jgi.doe.gov/Phaal1/download/Phaal1.all_proteins.ExternalModels.gff3.gz.tar.gz,
Phaeoacremonium,sp.,,FL0889,,,,v1.0,JGI,PhaeoFL0889_1,http://genome.jgi.doe.gov/PhaeoFL0889_1/download/PhaeoFL0889_1_GeneCatalog_proteins_20170418.aa.fasta.gz,
Phaeomoniella,chlamydospora,,UCRPC4,,,,,JGI,Phach1,http://genome.jgi.doe.gov/Phach1/download/Phach1_GeneCatalog_proteins_20150930.aa.fasta.gz,
Phaeosphaeriaceae,sp.,,PMI_808,,,,v1.0,JGI,PhaPMI808,http://genome.jgi.doe.gov/PhaPMI808/download/PhaPMI808_GeneCatalog_proteins_20160324.aa.fasta.gz,
Phanerochaete,carnosa,,HHB-10118-Sp,,,,v1.0,JGI,Phaca1,http://genome.jgi.doe.gov/Phaca1/download/Phaca1.all_proteins.FilteredModels4.gff3.gz.tar.gz,
Phanerochaete,chrysosporium,,RP-78,,,,v2.2,JGI,Phchr2,http://genome.jgi.doe.gov/Phchr2/download/Phchr2.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Phascolomyces,articulosus,,,,,,v1.0,JGI,Phaart1,http://genome.jgi.doe.gov/Phaart1/download/Phaart1_GeneCatalog_proteins_20160822.aa.fasta.gz,
Phellinidium,ferrugineofuscum,,SpK3Phefer14,Phellinus ferrugineofuscus,,,v1.0,JGI,Phefer1,http://genome.jgi.doe.gov/Phefer1/download/Phefer1_GeneCatalog_proteins_20170510.aa.fasta.gz,
Phialocephala,scopiformis,,5WS22E1,,,,v1.0,JGI,Phisc1,http://genome.jgi.doe.gov/Phisc1/download/Phisc1_GeneCatalog_proteins_20150213.aa.fasta.gz,
Phialophora,attae,,CBS 131958,,,,,JGI,Phiatt1,http://genome.jgi.doe.gov/Phiatt1/download/Phiatt1_GeneCatalog_proteins_20170914.aa.fasta.gz,
Phlebia,brevispora,,HHB-7030 SS6,,,,v1.0,JGI,Phlbr1,http://genome.jgi.doe.gov/Phlbr1/download/Phlbr1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Phlebia,centrifuga,,FBCC195,,,,,JGI,Phlcen1,http://genome.jgi.doe.gov/Phlcen1/download/Phlcen1_GeneCatalog_proteins_20160929.aa.fasta.gz,
Phlebiopsis,gigantea,,,,,,v1.0,JGI,Phlgi1,http://genome.jgi.doe.gov/Phlgi1/download/Phlgi1.all_proteins.FilteredModels2.gff3.gz.tar.gz,
Pholiota,alnicola,,AH 47727,,,,v1.0,JGI,Phoaln1,http://genome.jgi.doe.gov/Phoaln1/download/Phoaln1_GeneCatalog_proteins_20160826.aa.fasta.gz,
Pholiota,conissans,,CIRM-BRFM 674,,,,v1.0,JGI,Phocon1,http://genome.jgi.doe.gov/Phocon1/download/Phocon1_GeneCatalog_proteins_20151025.aa.fasta.gz,
Phoma,tracheiphila,,IPT5,,,,v1.0,JGI,Photr1,http://genome.jgi.doe.gov/Photr1/download/Photr1.all_proteins.FilteredModels1.gff3.gz.tar.gz,
Phycomyces,blakesleeanus,,NRRL1555,,,,v2.0,JGI,Phybl2,http://genome.jgi.doe.gov/Phybl2/download/Phybl2.all_proteins.FilteredModels3.gff3.gz.tar.gz,
