Genus,species,,type,Synonym,other,Origin,Version,Source,NCBI Tax ID,URL,Ensembl
Saccharomyces,cerevisiae,,YJM1434,,,,,Ensembl,1294372,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm1434/pep/Saccharomyces_cerevisiae_yjm1434.Sc_YJM1434_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM1439,,,,,Ensembl,1294373,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/saccharomyces_cerevisiae_yjm1439/pep/Saccharomyces_cerevisiae_yjm1439.Sc_YJM1439_v1.pep.all.fa.gz,fungi_ascomycota3_collection
Saccharomyces,cerevisiae,,YJM1443,,,,,Ensembl,1294374,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm1443/pep/Saccharomyces_cerevisiae_yjm1443.Sc_YJM1443_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM1444,,,,,Ensembl,1294375,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm1444/pep/Saccharomyces_cerevisiae_yjm1444.Sc_YJM1444_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM1447,,,,,Ensembl,1294376,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm1447/pep/Saccharomyces_cerevisiae_yjm1447.Sc_YJM1447_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM1450,,,,,Ensembl,1294377,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm1450/pep/Saccharomyces_cerevisiae_yjm1450.Sc_YJM1450_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM1460,,,,,Ensembl,1294378,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm1460/pep/Saccharomyces_cerevisiae_yjm1460.Sc_YJM1460_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM1463,,,,,Ensembl,1294379,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm1463/pep/Saccharomyces_cerevisiae_yjm1463.Sc_YJM1463_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM1477,,,,,Ensembl,1294380,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm1477/pep/Saccharomyces_cerevisiae_yjm1477.Sc_YJM1477_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM1478,,,,,Ensembl,1294381,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm1478/pep/Saccharomyces_cerevisiae_yjm1478.Sc_YJM1478_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM1479,,,,,Ensembl,1294382,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm1479/pep/Saccharomyces_cerevisiae_yjm1479.Sc_YJM1479_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM1526,,,,,Ensembl,1294383,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/saccharomyces_cerevisiae_yjm1526/pep/Saccharomyces_cerevisiae_yjm1526.Sc_YJM1526_v1.pep.all.fa.gz,fungi_ascomycota3_collection
Saccharomyces,cerevisiae,,YJM1527,,,,,Ensembl,1294384,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm1527/pep/Saccharomyces_cerevisiae_yjm1527.Sc_YJM1527_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM1549,,,,,Ensembl,1294385,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm1549/pep/Saccharomyces_cerevisiae_yjm1549.Sc_YJM1549_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM1573,,,,,Ensembl,1294386,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm1573/pep/Saccharomyces_cerevisiae_yjm1573.Sc_YJM1573_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM1574,,,,,Ensembl,1294387,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm1574/pep/Saccharomyces_cerevisiae_yjm1574.Sc_YJM1574_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM1592,,,,,Ensembl,1294388,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/saccharomyces_cerevisiae_yjm1592/pep/Saccharomyces_cerevisiae_yjm1592.Sc_YJM1592_v1.pep.all.fa.gz,fungi_ascomycota3_collection
Saccharomyces,cerevisiae,,YJM1615,,,,,Ensembl,1294303,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm1615/pep/Saccharomyces_cerevisiae_yjm1615.Sc_YJM1615_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM189,,,,,Ensembl,1294304,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm189/pep/Saccharomyces_cerevisiae_yjm189.Sc_YJM189_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM193,,,,,Ensembl,1294305,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/saccharomyces_cerevisiae_yjm193/pep/Saccharomyces_cerevisiae_yjm193.Sc_YJM193_v1.pep.all.fa.gz,fungi_ascomycota3_collection
Saccharomyces,cerevisiae,,YJM195,,,,,Ensembl,1294306,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm195/pep/Saccharomyces_cerevisiae_yjm195.Sc_YJM195_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM244,,,,,Ensembl,1294307,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/saccharomyces_cerevisiae_yjm244/pep/Saccharomyces_cerevisiae_yjm244.Sc_YJM244_v1.pep.all.fa.gz,fungi_ascomycota3_collection
Saccharomyces,cerevisiae,,YJM248,,,,,Ensembl,1294308,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/saccharomyces_cerevisiae_yjm248/pep/Saccharomyces_cerevisiae_yjm248.Sc_YJM248_v1.pep.all.fa.gz,fungi_ascomycota3_collection
Saccharomyces,cerevisiae,,YJM270,,,,,Ensembl,1294309,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm270/pep/Saccharomyces_cerevisiae_yjm270.Sc_YJM270_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM271,,,,,Ensembl,947042,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm271/pep/Saccharomyces_cerevisiae_yjm271.Sc_YJM271_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM320,,,,,Ensembl,468558,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/saccharomyces_cerevisiae_yjm320/pep/Saccharomyces_cerevisiae_yjm320.Sc_YJM320_v1.pep.all.fa.gz,fungi_ascomycota3_collection
Saccharomyces,cerevisiae,,YJM326,,,,,Ensembl,947044,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm326/pep/Saccharomyces_cerevisiae_yjm326.Sc_YJM326_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM428,,,,,Ensembl,1294310,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm428/pep/Saccharomyces_cerevisiae_yjm428.Sc_YJM428_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM450,,,,,Ensembl,502869,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm450/pep/Saccharomyces_cerevisiae_yjm450.Sc_YJM450_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM451,,,,,Ensembl,1294311,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm451/pep/Saccharomyces_cerevisiae_yjm451.Sc_YJM451_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM453,,,,,Ensembl,1294312,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm453/pep/Saccharomyces_cerevisiae_yjm453.Sc_YJM453_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM456,,,,,Ensembl,1294313,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm456/pep/Saccharomyces_cerevisiae_yjm456.Sc_YJM456_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM470,,,,,Ensembl,1294314,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm470/pep/Saccharomyces_cerevisiae_yjm470.Sc_YJM470_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM541,,,,,Ensembl,1294315,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm541/pep/Saccharomyces_cerevisiae_yjm541.Sc_YJM541_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM554,,,,,Ensembl,1294316,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm554/pep/Saccharomyces_cerevisiae_yjm554.Sc_YJM554_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM555,,,,,Ensembl,1294317,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm555/pep/Saccharomyces_cerevisiae_yjm555.Sc_YJM555_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM627,,,,,Ensembl,1294318,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm627/pep/Saccharomyces_cerevisiae_yjm627.Sc_YJM627_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM681,,,,,Ensembl,1294319,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm681/pep/Saccharomyces_cerevisiae_yjm681.Sc_YJM681_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM682,,,,,Ensembl,1294320,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm682/pep/Saccharomyces_cerevisiae_yjm682.Sc_YJM682_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM683,,,,,Ensembl,1294321,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm683/pep/Saccharomyces_cerevisiae_yjm683.Sc_YJM683_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM689,,,,,Ensembl,1294322,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm689/pep/Saccharomyces_cerevisiae_yjm689.Sc_YJM689_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM693,,,,,Ensembl,307796,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm693/pep/Saccharomyces_cerevisiae_yjm693.Sc_YJM693_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM789,,,,,Ensembl,1294323,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/saccharomyces_cerevisiae_yjm789/pep/Saccharomyces_cerevisiae_yjm789.ASM18143v1.pep.all.fa.gz,fungi_ascomycota1_collection
Saccharomyces,cerevisiae,,YJM969,,,,,Ensembl,1294324,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/saccharomyces_cerevisiae_yjm969/pep/Saccharomyces_cerevisiae_yjm969.Sc_YJM969_v1.pep.all.fa.gz,fungi_ascomycota3_collection
Saccharomyces,cerevisiae,,YJM972,,,,,Ensembl,1294325,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm972/pep/Saccharomyces_cerevisiae_yjm972.Sc_YJM972_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM975,,,,,Ensembl,1294326,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm975/pep/Saccharomyces_cerevisiae_yjm975.Sc_YJM975_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM978,,,,,Ensembl,1294327,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm978/pep/Saccharomyces_cerevisiae_yjm978.Sc_YJM978_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM981,,,,,Ensembl,1294328,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm981/pep/Saccharomyces_cerevisiae_yjm981.Sc_YJM981_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM984,,,,,Ensembl,1294329,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm984/pep/Saccharomyces_cerevisiae_yjm984.Sc_YJM984_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM987,,,,,Ensembl,1294330,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm987/pep/Saccharomyces_cerevisiae_yjm987.Sc_YJM987_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM990,,,,,Ensembl,1294331,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm990/pep/Saccharomyces_cerevisiae_yjm990.Sc_YJM990_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,cerevisiae,,YJM993,,,,,Ensembl,1294332,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/saccharomyces_cerevisiae_yjm993/pep/Saccharomyces_cerevisiae_yjm993.Sc_YJM993_v1.pep.all.fa.gz,fungi_ascomycota1_collection
Saccharomyces,cerevisiae,,YJM996,,,,,Ensembl,1095631,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saccharomyces_cerevisiae_yjm996/pep/Saccharomyces_cerevisiae_yjm996.Sc_YJM996_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Saccharomyces,eubayanus,,,,,,,Ensembl,1080349,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/saccharomyces_eubayanus/pep/Saccharomyces_eubayanus.SEUB3.0.pep.all.fa.gz,fungi_ascomycota3_collection
Saccharomyces,kudriavzevii,,IFO 1802,,,,,Ensembl,226230,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/saccharomyces_kudriavzevii_ifo_1802/pep/Saccharomyces_kudriavzevii_ifo_1802.Saccharomyces_kudriavzevii_strain_IFO1802_v1.0.pep.all.fa.gz,fungi_ascomycota1_collection
Saccharomyces,sp.,,'boulardii',,,,,Ensembl,252598,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/saccharomyces_sp_boulardii_/pep/Saccharomyces_sp_boulardii_.ASM129837v2.pep.all.fa.gz,fungi_ascomycota3_collection
Saccharomycetaceae,sp.,,,Ashbya aceri,,,,Ensembl,566037,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/saccharomycetaceae_sp_ashbya_aceri_/pep/Saccharomycetaceae_sp_ashbya_aceri_.ASM41222v2.pep.all.fa.gz,fungi_ascomycota1_collection
Saitoella,complicata,,NRRL Y-17804,,,,,Ensembl,698492,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/saitoella_complicata_nrrl_y_17804/pep/Saitoella_complicata_nrrl_y_17804.Scomplicata_3.0.pep.all.fa.gz,fungi_ascomycota2_collection
Scedosporium,apiospermum,,,,,,,Ensembl,563466,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/scedosporium_apiospermum/pep/Scedosporium_apiospermum.ScApio1.0.pep.all.fa.gz,fungi_ascomycota1_collection
Scheffersomyces,stipitis,,CBS 6054,,,,,Ensembl,322104,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/scheffersomyces_stipitis_cbs_6054/pep/Scheffersomyces_stipitis_cbs_6054.ASM20916v1.pep.all.fa.gz,fungi_ascomycota1_collection
Schizophyllum,commune,,H4-8,,,,,Ensembl,578458,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/schizophyllum_commune_h4_8/pep/Schizophyllum_commune_h4_8.v1.0.pep.all.fa.gz,fungi_basidiomycota1_collection
Schizopora,paradoxa,,,,,,,Ensembl,27342,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/schizopora_paradoxa/pep/Schizopora_paradoxa.Schpa1.pep.all.fa.gz,fungi_basidiomycota1_collection
Schizosaccharomyces,cryophilus,,,,,BROAD,,Ensembl,653667,ftp.ensemblgenomes.org/pub/fungi/current/fasta/schizosaccharomyces_cryophilus/pep/Schizosaccharomyces_cryophilus.GCA_000004155.2.pep.all.fa.gz,
Schizosaccharomyces,japonicus,,,,,BROAD,,Ensembl,402676,ftp.ensemblgenomes.org/pub/fungi/current/fasta/schizosaccharomyces_japonicus/pep/Schizosaccharomyces_japonicus.GCA_000149845.2.pep.all.fa.gz,
Schizosaccharomyces,octosporus,,,,,BROAD,,Ensembl,483514,ftp.ensemblgenomes.org/pub/fungi/current/fasta/schizosaccharomyces_octosporus/pep/Schizosaccharomyces_octosporus.GCA_000150505.2.pep.all.fa.gz,
Schizosaccharomyces,pombe,,,,,,,Ensembl,284812,ftp.ensemblgenomes.org/pub/fungi/current/fasta/schizosaccharomyces_pombe/pep/Schizosaccharomyces_pombe.ASM294v2.pep.all.fa.gz,
Scleroderma,citrinum,,Foug A,,,,,Ensembl,1036808,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/scleroderma_citrinum_foug_a/pep/Scleroderma_citrinum_foug_a.Scleroderma_citrinum_Foug_A_v1.0.pep.all.fa.gz,fungi_basidiomycota1_collection
Sclerotinia,borealis,,F-4128,,,,,Ensembl,1432307,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/sclerotinia_borealis_f_4128/pep/Sclerotinia_borealis_f_4128.SBOR_1.pep.all.fa.gz,fungi_ascomycota1_collection
Sclerotinia,sclerotiorum,,,,,,,Ensembl,665079,ftp.ensemblgenomes.org/pub/fungi/current/fasta/sclerotinia_sclerotiorum/pep/Sclerotinia_sclerotiorum.ASM14694v1.pep.all.fa.gz,
Sclerotinia,sclerotiorum,,1980 UF-70,,,,,Ensembl,665079,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/sclerotinia_sclerotiorum_1980_uf_70/pep/Sclerotinia_sclerotiorum_1980_uf_70.ASM185786v1.pep.all.fa.gz,fungi_ascomycota3_collection
Serendipita,indica,,DSM 11827,,,,,Ensembl,1109443,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/serendipita_indica_dsm_11827/pep/Serendipita_indica_dsm_11827.ASM31354v1.pep.all.fa.gz,fungi_basidiomycota1_collection
Serendipita,vermifera,,MAFF 305830,,,,,Ensembl,933852,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/serendipita_vermifera_maff_305830/pep/Serendipita_vermifera_maff_305830.Sebacina_vermifera_MAFF_305830_v1.0.pep.all.fa.gz,fungi_basidiomycota1_collection
Serpula,lacrymans,var. lacrymans,,,,,,Ensembl,936435,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/serpula_lacrymans_var_lacrymans_s7_3/pep/Serpula_lacrymans_var_lacrymans_s7_3.v1.0.pep.all.fa.gz,fungi_basidiomycota1_collection
Serpula,lacrymans,var. lacrymans,,,,,,Ensembl,578457,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/serpula_lacrymans_var_lacrymans_s7_9/pep/Serpula_lacrymans_var_lacrymans_s7_9.v1.0.pep.all.fa.gz,fungi_basidiomycota1_collection
Setosphaeria,turcica,,Et28A,,,,,Ensembl,671987,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/setosphaeria_turcica_et28a/pep/Setosphaeria_turcica_et28a.Setospaeria_trucica_Et28A_v1.0.pep.all.fa.gz,fungi_ascomycota1_collection
Sistotremastrum,niveocremeum,,HHB9708,,,,,Ensembl,1314777,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/sistotremastrum_niveocremeum_hhb9708/pep/Sistotremastrum_niveocremeum_hhb9708.Sisni1.pep.all.fa.gz,fungi_basidiomycota1_collection
Sistotremastrum,suecicum,,HHB10207 ss-3,,,,,Ensembl,1314776,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/sistotremastrum_suecicum_hhb10207_ss_3/pep/Sistotremastrum_suecicum_hhb10207_ss_3.Sissu1.pep.all.fa.gz,fungi_basidiomycota1_collection
Sordaria,macrospora,,,,,,,Ensembl,771870,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/sordaria_macrospora/pep/Sordaria_macrospora.ASM18280v2.pep.all.fa.gz,fungi_ascomycota1_collection
Spathaspora,passalidarum,,NRRL Y-27907,,,,,Ensembl,619300,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/spathaspora_passalidarum_nrrl_y_27907/pep/Spathaspora_passalidarum_nrrl_y_27907.Spathaspora_passalidarum_v2.0.pep.all.fa.gz,fungi_ascomycota1_collection
Sphaerobolus,stellatus,,SS14,,,,,Ensembl,990650,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/sphaerobolus_stellatus_ss14/pep/Sphaerobolus_stellatus_ss14.Sphst1.pep.all.fa.gz,fungi_basidiomycota1_collection
Sphaerulina,musiva,,SO2202,,,,,Ensembl,692275,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/sphaerulina_musiva_so2202/pep/Sphaerulina_musiva_so2202.Septoria_musiva_SO2202_v1.0.pep.all.fa.gz,fungi_ascomycota1_collection
Spizellomyces,punctatus,,DAOM BR117,,,,,Ensembl,645134,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_chytridiomycota1_collection/spizellomyces_punctatus_daom_br117/pep/Spizellomyces_punctatus_daom_br117.S_punctatus_V1.pep.all.fa.gz,fungi_chytridiomycota1_collection
Sporidiobolus,salmonicolor,,,,,,,Ensembl,5005,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/sporidiobolus_salmonicolor/pep/Sporidiobolus_salmonicolor.SPOSA68321A01.pep.all.fa.gz,fungi_basidiomycota1_collection
Sporisorium,reilianum,,,,,,,Ensembl,999809,ftp.ensemblgenomes.org/pub/fungi/current/fasta/sporisorium_reilianum/pep/Sporisorium_reilianum.GCA_000230245.1.pep.all.fa.gz,
Sporisorium,scitamineum,,,,,,,Ensembl,49012,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_basidiomycota1_collection/sporisorium_scitamineum/pep/Sporisorium_scitamineum.Sporisorium_scitamineum.pep.all.fa.gz,fungi_basidiomycota1_collection
Sporothrix,brasiliensis,,5110,,,,,Ensembl,1398154,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/sporothrix_brasiliensis_5110/pep/Sporothrix_brasiliensis_5110.S_brasiliensis_5110_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Sporothrix,insectorum,,RCEF 264,,,,,Ensembl,1081102,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota3_collection/sporothrix_insectorum_rcef_264/pep/Sporothrix_insectorum_rcef_264.SPI_1.0.pep.all.fa.gz,fungi_ascomycota3_collection
Sporothrix,schenckii,,1099-18,,,,,Ensembl,1397361,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota2_collection/sporothrix_schenckii_1099_18/pep/Sporothrix_schenckii_1099_18.S_schenckii_v1.pep.all.fa.gz,fungi_ascomycota2_collection
Sporothrix,schenckii,,ATCC 58251,,,,,Ensembl,1391915,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/sporothrix_schenckii_atcc_58251/pep/Sporothrix_schenckii_atcc_58251.Spor_sche_ATCC58251_V1.pep.all.fa.gz,fungi_ascomycota1_collection
Spraguea,lophii,,42_110,,,,,Ensembl,1358809,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_microsporidia1_collection/spraguea_lophii_42_110/pep/Spraguea_lophii_42_110.Sprlop1.0.pep.all.fa.gz,fungi_microsporidia1_collection
Stachybotrys,chartarum,,IBT 40288,,,,,Ensembl,1283842,ftp.ensemblgenomes.org/pub/fungi/current/fasta/fungi_ascomycota1_collection/stachybotrys_chartarum_ibt_40288/pep/Stachybotrys_chartarum_ibt_40288.S40288v1.pep.all.fa.gz,fungi_ascomycota1_collection
