#Organism/Name	TaxID	Group	SubGroup	Assembly Accession	Genes	Proteins	Status
Fonsecaea erecta	1367422	Fungi	Ascomycetes	GCA_001651985.1	12099	12090	Scaffold
Gelatoporia subvermispora B	914234	Fungi	Basidiomycetes	GCA_000320605.2	12314	12123	Scaffold
Smittium culicis	133412	Fungi	Other Fungi	GCA_001970855.1	12444	12166	Scaffold
Pyrenophora tritici-repentis Pt-1C-BFP	426418	Fungi	Ascomycetes	GCA_000149985.1	12299	12169	Scaffold
Daedalea quercina L-15889	1314783	Fungi	Basidiomycetes	GCA_001632345.1	12311	12192	Scaffold
Penicillium arizonense	1835702	Fungi	Ascomycetes	GCA_001773325.1	12200	12200	Scaffold
Rhynchosporium commune	914237	Fungi	Ascomycetes	GCA_900074885.1	12329	12211	Scaffold
Wolfiporia cocos MD-104 SS10	742152	Fungi	Basidiomycetes	GCA_000344635.1	12358	12212	Scaffold
Bipolaris sorokiniana ND90Pr	665912	Fungi	Ascomycetes	GCA_000338995.1	12308	12214	Scaffold
Mucor circinelloides f. circinelloides 1006PhL	1220926	Fungi	Other Fungi	GCA_000401635.1	12399	12227	Scaffold
Hypoxylon sp. CO27-5	1001938	Fungi	Ascomycetes	GCA_002120305.1	12414	12245	Scaffold
Aspergillus bombycis	109264	Fungi	Ascomycetes	GCA_001792695.1	12263	12263	Contig
Rhizoctonia solani AG-1 IB	1108050	Fungi	Basidiomycetes	GCA_000350255.1	12393	12268	Contig
Dichomitus squalens LYAD-421 SS1	732165	Fungi	Basidiomycetes	GCA_000275845.1	12509	12287	Scaffold
Pleurotus ostreatus PC15	1137138	Fungi	Basidiomycetes	GCA_000697685.1	12460	12296	Scaffold
Penicillium roqueforti FM164	1365484	Fungi	Ascomycetes	GCA_000513255.1	12422	12319	Scaffold
Aspergillus tubingensis CBS 134.48	767770	Fungi	Ascomycetes	GCA_001890745.1	12592	12319	Scaffold
Magnaporthiopsis poae ATCC 64411	644358	Fungi	Ascomycetes	GCA_000193285.1	12363	12329	Scaffold
Tuber borchii	42251	Fungi	Ascomycetes	GCA_003070745.1	12508	12345	Contig
Calocera viscosa TUFC12733	1330018	Fungi	Basidiomycetes	GCA_001630345.1	12420	12363	Scaffold
Fonsecaea multimorphosa CBS 102226	1442371	Fungi	Ascomycetes	GCA_000836435.1	12405	12369	Scaffold
Fusarium culmorum	5516	Fungi	Ascomycetes	GCA_003033665.1	12378	12378	Contig
Metarhizium robertsii	568076	Fungi	Ascomycetes	GCA_000591435.1	12476	12384	Scaffold
Fusarium pseudograminearum CS3096	1028729	Fungi	Ascomycetes	GCA_000303195.2	12397	12397	Chromosome
Trichoderma virens Gv29-8	413071	Fungi	Ascomycetes	GCA_000170995.2	12405	12406	Scaffold
Dothistroma septosporum NZE10	675120	Fungi	Ascomycetes	GCA_000340195.1	12456	12415	Scaffold
Aspergillus wentii DTO 134E9	1073089	Fungi	Ascomycetes	GCA_001890725.1	12659	12435	Scaffold
Rosellinia necatrix	77044	Fungi	Ascomycetes	GCA_001445595.3	12618	12444	Scaffold
Cercospora beticola	122368	Fungi	Ascomycetes	GCA_002742065.1	12271	12463	Chromosome
Leptosphaeria maculans JN3	985895	Fungi	Ascomycetes	GCA_000230375.1	12469	12469	Scaffold
Batrachochytrium salamandrivorans	1357716	Fungi	Other Fungi	GCA_002006685.1	10172	12471	Scaffold
Colletotrichum tofieldiae	708197	Fungi	Ascomycetes	GCA_001625265.1	12501	12501	Scaffold
Fonsecaea pedrosoi CBS 271.37	1442368	Fungi	Ascomycetes	GCA_000835455.1	12573	12527	Scaffold
Hypoxylon sp. EC38	1001937	Fungi	Ascomycetes	GCA_002120335.1	12688	12531	Scaffold
Postia placenta MAD-698-R-SB12	670580	Fungi	Basidiomycetes	GCA_002117355.1	12716	12539	Scaffold
Trichoderma asperellum CBS 433.97	1042311	Fungi	Ascomycetes	GCA_003025105.1	12801	12557	Scaffold
Pseudomassariella vexata	1141098	Fungi	Ascomycetes	GCA_002105095.1	12951	12565	Contig
Mortierella verticillata NRRL 6337	1069443	Fungi	Other Fungi	GCA_000739165.1	12774	12595	Scaffold
Rhizoctonia solani AG-1 IB	1108050	Fungi	Basidiomycetes	GCA_000832345.1	12860	12616	Contig
Mycosphaerella eumusae	321146	Fungi	Ascomycetes	GCA_001578235.1	10939	12632	Scaffold
Neonectria ditissima	78410	Fungi	Ascomycetes	GCA_001306435.1	12711	12685	Contig
Trametes coccinea BRFM310	1353009	Fungi	Basidiomycetes	GCA_002092935.1	13016	12693	Scaffold
Colletotrichum sublineola	1173701	Fungi	Ascomycetes	GCA_000696135.1	12699	12699	Scaffold
Hirsutella minnesotensis 3608	1043627	Fungi	Ascomycetes	GCA_000956045.1	12700	12700	Scaffold
Bipolaris maydis ATCC 48331	665024	Fungi	Ascomycetes	GCA_000354255.1	12809	12705	Scaffold
Magnaporthe oryzae P131	1143193	Fungi	Ascomycetes	GCA_000292605.1	12713	12713	Scaffold
Rhizoctonia solani AG-3 Rhs1AP	1086054	Fungi	Basidiomycetes	GCA_000524645.1	12737	12726	Scaffold
Cladophialophora bantiana CBS 173.52	1442370	Fungi	Ascomycetes	GCA_000835475.1	12817	12762	Scaffold
Catenaria anguillulae PL171	765915	Fungi	Other Fungi	GCA_002102555.1	13266	12763	Contig
Penicillium rubens Wisconsin 54-1255	500485	Fungi	Ascomycetes	GCA_000226395.1	13908	12791	Scaffold
Colletotrichum incanum	1573173	Fungi	Ascomycetes	GCA_001625285.1	12809	12809	Scaffold
Anaeromyces robustus	1754192	Fungi	Other Fungi	GCA_002104895.1	13083	12833	Contig
Leucoagaricus sp. SymC.cos	1714833	Fungi	Basidiomycetes	GCA_001563735.1	12915	12834	Scaffold
Bipolaris zeicola 26-R-13	930089	Fungi	Ascomycetes	GCA_000523435.1	12853	12853	Scaffold
Magnaporthe oryzae Y34	1143189	Fungi	Ascomycetes	GCA_000292585.1	12862	12860	Scaffold
Bipolaris victoriae FI3	930091	Fungi	Ascomycetes	GCA_000527765.1	12882	12882	Scaffold
Aspergillus luchuensis	1069201	Fungi	Ascomycetes	GCA_001602395.1	12920	12920	Contig
Serpula lacrymans var. lacrymans S7.9	578457	Fungi	Basidiomycetes	GCA_000218685.1	12923	12925	Scaffold
Penicillium nordicum	229535	Fungi	Ascomycetes	GCA_001278595.1	12959	12959	Scaffold
Magnaporthe oryzae 70-15	242507	Fungi	Ascomycetes	GCA_000002495.2	13184	12989	Chromosome
Aspergillus brasiliensis CBS 101740	767769	Fungi	Ascomycetes	GCA_001889945.1	13263	12990	Scaffold
Talaromyces marneffei PM1	1077442	Fungi	Ascomycetes	GCA_000750115.1	10040	13044	Scaffold
Pseudocercospora fijiensis CIRAD86	383855	Fungi	Ascomycetes	GCA_000340215.1	13131	13066	Scaffold
Sistotremastrum niveocremeum HHB9708	1314777	Fungi	Basidiomycetes	GCA_001630475.1	13148	13076	Scaffold
Glarea lozoyensis ATCC 20868	1116229	Fungi	Ascomycetes	GCA_000409485.1	13083	13083	Scaffold
Fusarium avenaceum	40199	Fungi	Ascomycetes	GCA_000769215.1	13217	13092	Scaffold
Exophiala aquamarina CBS 119918	1182545	Fungi	Ascomycetes	GCA_000709125.1	13118	13118	Scaffold
Pseudocercospora musae	113226	Fungi	Ascomycetes	GCA_001578225.1	10402	13129	Scaffold
Rhynchosporium secalis	38038	Fungi	Ascomycetes	GCA_900074895.1	13173	13145	Scaffold
Calocera cornea HHB12733	1353952	Fungi	Basidiomycetes	GCA_001632435.1	13213	13154	Scaffold
Cryptococcus neoformans var. neoformans B-3501A	283643	Fungi	Basidiomycetes	GCA_000149385.1	13218	13156	Chromosome
Neolentinus lepideus HHB14362 ss-1	1314782	Fungi	Basidiomycetes	GCA_001632425.1	13310	13157	Scaffold
Microdochium bolleyi	196109	Fungi	Ascomycetes	GCA_001566295.1	13338	13165	Scaffold
Exophiala xenobiotica	348802	Fungi	Ascomycetes	GCA_000835505.1	12070	13187	Scaffold
Schizophyllum commune H4-8	578458	Fungi	Basidiomycetes	GCA_000143185.1	13190	13194	Scaffold
Aspergillus flavus AF70	1392242	Fungi	Ascomycetes	GCA_000952835.1	13196	13196	Contig
Aspergillus steynii IBT 23096	1392250	Fungi	Ascomycetes	GCA_002849105.1	13430	13197	Contig
Obba rivulosa	1052685	Fungi	Basidiomycetes	GCA_001687445.1	13374	13198	Scaffold
Aspergillus versicolor CBS 583.65	1036611	Fungi	Ascomycetes	GCA_001890125.1	13364	13222	Scaffold
Exophiala oligosperma	215243	Fungi	Ascomycetes	GCA_000835515.1	11938	13234	Scaffold
Hydnomerulius pinastri MD-312	994086	Fungi	Basidiomycetes	GCA_000827185.1	13363	13239	Scaffold
Talaromyces stipitatus ATCC 10500	441959	Fungi	Ascomycetes	GCA_000003125.1	12566	13252	Scaffold
Heterobasidion irregulare TC 32-1	747525	Fungi	Basidiomycetes	GCA_000320585.2	13272	13275	Scaffold
Fusarium graminearum PH-1	229533	Fungi	Ascomycetes	GCA_000240135.3	13701	13313	Chromosome
Bipolaris maydis C5	701091	Fungi	Ascomycetes	GCA_000338975.1	13456	13316	Scaffold
Colletotrichum orbiculare MAFF 240422	1213857	Fungi	Ascomycetes	GCA_000350065.1	13393	13347	Scaffold
Fusarium graminearum	5518	Fungi	Ascomycetes	GCA_000599445.1	13355	13355	Chromosome
Coprinopsis cinerea okayama7#130	240176	Fungi	Basidiomycetes	GCA_000182895.1	13651	13356	Contig
Pyronema omphalodes CBS 100304	1076935	Fungi	Ascomycetes	GCA_000981605.1	13971	13367	Scaffold
Lichtheimia corymbifera JMRC:FSU:9682	1263082	Fungi	Other Fungi	GCA_000723665.1	12379	13404	Scaffold
Parasitella parasitica	35722	Fungi	Other Fungi	GCA_000938895.1	13543	13408	Scaffold
Cladophialophora psammophila CBS 110553	1182543	Fungi	Ascomycetes	GCA_000585535.1	13421	13421	Scaffold
Alternaria alternata	5599	Fungi	Ascomycetes	GCA_001642055.1	13577	13466	Scaffold
Aspergillus flavus NRRL3357	332952	Fungi	Ascomycetes	GCA_000006275.2	13485	13485	Scaffold
Aspergillus luchuensis CBS 106.47	1137211	Fungi	Ascomycetes	GCA_001890685.1	13784	13503	Scaffold
Moniliophthora perniciosa FA553	554373	Fungi	Basidiomycetes	GCA_000183025.1	13973	13560	Scaffold
Aspergillus sydowii CBS 593.65	1036612	Fungi	Ascomycetes	GCA_001890705.1	13717	13579	Scaffold
Plicaturopsis crispa FD-325 SS-3	944288	Fungi	Basidiomycetes	GCA_000827205.1	13729	13617	Scaffold
Sistotremastrum suecicum HHB10207 ss-3	1314776	Fungi	Basidiomycetes	GCA_001632355.1	13730	13654	Scaffold
Coniochaeta ligniaria NRRL 30616	1408157	Fungi	Ascomycetes	GCA_001879275.1	13920	13658	Scaffold
Rhynchosporium agropyri	914238	Fungi	Ascomycetes	GCA_900074905.1	13808	13673	Scaffold
Phlebia centrifuga	98765	Fungi	Basidiomycetes	GCA_001913855.2	13889	13684	Contig
Botrytis cinerea B05.10	332648	Fungi	Ascomycetes	GCA_000143535.4	11698	13703	Complete Genome
Laetiporus sulphureus 93-53	1314785	Fungi	Basidiomycetes	GCA_001632365.1	13841	13745	Scaffold
Coniophora puteana RWD-64-598 SS2	741705	Fungi	Basidiomycetes	GCA_000271625.1	13896	13758	Scaffold
Colletotrichum fioriniae PJ7	1445577	Fungi	Ascomycetes	GCA_000582985.1	13759	13759	Scaffold
Diplocarpon rosae	946125	Fungi	Ascomycetes	GCA_002317995.1	13761	13761	Scaffold
Colletotrichum salicis	1209931	Fungi	Ascomycetes	GCA_001563125.1	13783	13783	Scaffold
Macrophomina phaseolina MS6	1126212	Fungi	Ascomycetes	GCA_000302655.1	14500	13806	Contig
Gonapodya prolifera JEL478	1344416	Fungi	Other Fungi	GCA_001574975.1	13912	13831	Scaffold
Fomitopsis pinicola FP-58527 SS1	743788	Fungi	Basidiomycetes	GCA_000344655.2	13993	13852	Scaffold
Lepidopterella palustris CBS 459.81	1314670	Fungi	Ascomycetes	GCA_001692735.1	13907	13861	Scaffold
Colletotrichum simmondsii	703756	Fungi	Ascomycetes	GCA_001563135.1	13884	13884	Scaffold
Trichoderma harzianum	5544	Fungi	Ascomycetes	GCA_002838845.1	13925	13925	Contig
Phanerochaete carnosa HHB-10118-sp	650164	Fungi	Basidiomycetes	GCA_000300595.1	14087	13925	Scaffold
Cylindrobasidium torrendii FP15055 ss-10	1314674	Fungi	Basidiomycetes	GCA_000934385.1	14242	13936	Scaffold
Rhizoctonia solani AG-8 WAC10335	1287689	Fungi	Basidiomycetes	GCA_000695385.1	13952	13952	Scaffold
Cladophialophora immunda	569365	Fungi	Ascomycetes	GCA_000835495.1	12879	14033	Scaffold
Trichoderma harzianum CBS 226.95	983964	Fungi	Ascomycetes	GCA_003025095.1	14294	14065	Scaffold
Stereum hirsutum FP-91666 SS1	721885	Fungi	Basidiomycetes	GCA_000264905.1	14453	14066	Scaffold
Fusarium graminearum	5518	Fungi	Ascomycetes	GCA_900044135.1	28291	14143	Chromosome
Penicillium subrubescens	1316194	Fungi	Ascomycetes	GCA_001908125.1	14337	14177	Scaffold
Rhizopogon vesiculosus	180088	Fungi	Basidiomycetes	GCA_001882365.1	14191	14197	Scaffold
Pochonia chlamydosporia 170	1380566	Fungi	Ascomycetes	GCA_001653235.2	14318	14204	Chromosome
Glonium stellatum	574774	Fungi	Ascomycetes	GCA_001692915.1	14344	14277	Scaffold
Trametes versicolor FP-101664 SS1	717944	Fungi	Basidiomycetes	GCA_000271585.1	14572	14302	Scaffold
fungal sp. No.14919	1813822	Fungi	Other Fungi	GCA_002003505.1	14606	14342	Scaffold
Colletotrichum nymphaeae SA-01	1460502	Fungi	Ascomycetes	GCA_001563115.1	14404	14404	Scaffold
Penicillium camemberti FM 013	1429867	Fungi	Ascomycetes	GCA_000513335.1	14511	14418	Scaffold
Stagonospora sp. SRC1lsM3a	765868	Fungi	Ascomycetes	GCA_001644525.1	14518	14425	Scaffold
Trametes pubescens	154538	Fungi	Basidiomycetes	GCA_001895945.1	14718	14438	Scaffold
Colletotrichum orchidophilum	1209926	Fungi	Ascomycetes	GCA_001831195.1	14453	14453	Scaffold
Fusarium oxysporum f. sp. cubense race 4	1229665	Fungi	Ascomycetes	GCA_000350365.1	14595	14459	Scaffold
Rhizopogon vinicolor AM-OR11-026	1314800	Fungi	Basidiomycetes	GCA_001658105.1	14601	14465	Scaffold
Serpula lacrymans var. lacrymans S7.3	936435	Fungi	Basidiomycetes	GCA_000218725.1	14481	14481	Scaffold
Sclerotinia sclerotiorum 1980 UF-70	665079	Fungi	Ascomycetes	GCA_000146945.2	14714	14490	Scaffold
Piromyces sp. E2	73868	Fungi	Other Fungi	GCA_002157105.1	14612	14612	Scaffold
Puccinia striiformis	27350	Fungi	Basidiomycetes	GCA_002920205.1	14629	14629	Contig
Colletotrichum higginsianum IMI 349063	759273	Fungi	Ascomycetes	GCA_001672515.1	14650	14650	Chromosome
Gaeumannomyces tritici R3-111a-1	644352	Fungi	Ascomycetes	GCA_000145635.1	14743	14650	Scaffold
Cenococcum geophilum 1.58	794803	Fungi	Ascomycetes	GCA_001692895.1	14745	14709	Scaffold
Paraphaeosphaeria sporulosa	1460663	Fungi	Ascomycetes	GCA_001642045.1	14844	14734	Scaffold
Fusarium poae	36050	Fungi	Ascomycetes	GCA_001675295.1	14816	14740	Scaffold
Fusarium fujikuroi	5127	Fungi	Ascomycetes	GCA_001023035.1	15054	14799	Scaffold
Fusarium fujikuroi IMI 58289	1279085	Fungi	Ascomycetes	GCA_900079805.1	14943	14810	Chromosome
Fusarium fujikuroi	5127	Fungi	Ascomycetes	GCA_001023045.1	15077	14830	Scaffold
Absidia glauca	4829	Fungi	Other Fungi	GCA_900079185.1	15117	14891	Scaffold
Absidia repens	90262	Fungi	Other Fungi	GCA_002105175.1	15151	14915	Contig
Mortierella elongata AG-77	1314771	Fungi	Other Fungi	GCA_001651415.1	15211	14961	Scaffold
Pyrenochaeta sp. DS3sAY3a	765867	Fungi	Ascomycetes	GCA_001644535.1	15074	14990	Scaffold
Grifola frondosa	5627	Fungi	Basidiomycetes	GCA_001683735.1	15039	15039	Contig
Puccinia striiformis	27350	Fungi	Basidiomycetes	GCA_002920065.1	15090	15090	Scaffold
Fusarium fujikuroi	5127	Fungi	Ascomycetes	GCA_001023065.1	15213	15182	Scaffold
Serendipita vermifera MAFF 305830	933852	Fungi	Basidiomycetes	GCA_000827415.1	15317	15245	Scaffold
Fusarium proliferatum	948311	Fungi	Ascomycetes	GCA_900029915.1	15602	15254	Scaffold
Fusarium fujikuroi	5127	Fungi	Ascomycetes	GCA_900096615.1	15694	15371	Scaffold
Hebeloma cylindrosporum h7	686832	Fungi	Basidiomycetes	GCA_000827355.1	15525	15376	Scaffold
Colletotrichum gloeosporioides Nara gc5	1213859	Fungi	Ascomycetes	GCA_000319635.1	15440	15381	Scaffold
Aspergillus calidoustus	454130	Fungi	Ascomycetes	GCA_001511075.1	15139	15384	Scaffold
Pestalotiopsis fici W106-1	1229662	Fungi	Ascomycetes	GCA_000516985.1	15413	15413	Scaffold
Fusarium oxysporum f. sp. cubense race 1	1229664	Fungi	Ascomycetes	GCA_000350345.1	15623	15438	Scaffold
Ganoderma sinense ZZ0214-1	1077348	Fungi	Basidiomycetes	GCA_002760635.1	15478	15478	Scaffold
Hypsizygus marmoreus	39966	Fungi	Basidiomycetes	GCA_001605315.1	15561	15561	Scaffold
Hortaea werneckii EXF-2000	1157616	Fungi	Ascomycetes	GCA_002127715.1	15649	15620	Contig
Puccinia triticina 1-1 BBBD Race 1	630390	Fungi	Basidiomycetes	GCA_000151525.2	15539	15685	Scaffold
[Nectria] haematococca mpVI 77-13-4	660122	Fungi	Ascomycetes	GCA_000151355.1	15708	15708	Scaffold
Fusarium fujikuroi	5127	Fungi	Ascomycetes	GCA_900096625.1	16056	15725	Scaffold
Fusarium mangiferae	192010	Fungi	Ascomycetes	GCA_900044065.1	16146	15804	Scaffold
Clohesyomyces aquaticus	1231657	Fungi	Ascomycetes	GCA_002105025.1	15869	15811	Contig
Fusarium fujikuroi	5127	Fungi	Ascomycetes	GCA_900096505.1	16170	15852	Scaffold
Fusarium fujikuroi	5127	Fungi	Ascomycetes	GCA_900096635.1	16244	15904	Scaffold
Fusarium fujikuroi	5127	Fungi	Ascomycetes	GCA_900096645.1	16260	15920	Scaffold
Psilocybe cyanescens	93625	Fungi	Basidiomycetes	GCA_002938375.1	15936	15936	Scaffold
Fusarium fujikuroi	5127	Fungi	Ascomycetes	GCA_900096605.1	16268	15940	Contig
Puccinia graminis f. sp. tritici CRL 75-36-700-3	418459	Fungi	Basidiomycetes	GCA_000149925.1	16304	15979	Scaffold
Parastagonospora nodorum SN15	321614	Fungi	Ascomycetes	GCA_000146915.2	16114	15994	Scaffold
Fusarium nygamai	42673	Fungi	Ascomycetes	GCA_002894225.1	16019	16019	Scaffold
Fusarium fujikuroi	5127	Fungi	Ascomycetes	GCA_900096685.1	16395	16054	Scaffold
Fusarium fujikuroi	5127	Fungi	Ascomycetes	GCA_900096705.1	16413	16088	Scaffold
Basidiobolus meristosporus CBS 931.73	1314790	Fungi	Other Fungi	GCA_002104905.1	16781	16110	Contig
Colletotrichum higginsianum	80884	Fungi	Ascomycetes	GCA_000313795.2	16511	16141	Scaffold
Fusarium proliferatum ET1	1227346	Fungi	Ascomycetes	GCA_900067095.1	16509	16143	Scaffold
Botrytis cinerea T4	999810	Fungi	Ascomycetes	GCA_000227075.1	16353	16353	Scaffold
Melampsora larici-populina 98AG31	747676	Fungi	Basidiomycetes	GCA_000204055.1	16380	16372	Scaffold
Jaapia argillacea MUCL 33604	933084	Fungi	Basidiomycetes	GCA_000697665.1	16533	16375	Scaffold
Botryobasidium botryosum FD-172 SS1	930990	Fungi	Basidiomycetes	GCA_000697705.1	16665	16502	Scaffold
Colletotrichum gloeosporioides Cg-14	1237896	Fungi	Ascomycetes	GCA_000446055.1	16538	16538	Contig
Phycomyces blakesleeanus NRRL 1555(-)	763407	Fungi	Other Fungi	GCA_001638985.2	16850	16543	Scaffold
Oidiodendron maius Zn	913774	Fungi	Ascomycetes	GCA_000827325.1	16776	16702	Scaffold
Pezoloma ericae	1745343	Fungi	Ascomycetes	GCA_002865625.1	16843	16783	Scaffold
Fusarium oxysporum	5507	Fungi	Ascomycetes	GCA_900096695.1	17339	16976	Scaffold
Rhizoclosmatium globosum	329046	Fungi	Other Fungi	GCA_002104985.1	17656	16987	Contig
Schizopora paradoxa	27342	Fungi	Basidiomycetes	GCA_001020605.1	17171	17089	Scaffold
Corynespora cassiicola Philippines	1448308	Fungi	Ascomycetes	GCA_003016335.1	17296	17158	Scaffold
Fusarium oxysporum f. sp. radicis-cucumerinum	327505	Fungi	Ascomycetes	GCA_001702695.2	16795	17168	Chromosome
Rhizopus delemar RA 99-880	246409	Fungi	Other Fungi	GCA_000149305.1	17703	17459	Scaffold
Hypholoma sublateritium FD-334 SS-4	945553	Fungi	Basidiomycetes	GCA_000827495.1	17997	17771	Scaffold
Fusarium oxysporum Fo5176	660025	Fungi	Ascomycetes	GCA_000222805.1	17817	17817	Contig
Cladophialophora immunda	569365	Fungi	Ascomycetes	GCA_000785585.1	15228	17887	Contig
Moniliophthora roreri MCA 2997	1381753	Fungi	Basidiomycetes	GCA_000488995.1	17910	17910	Contig
Paxillus involutus ATCC 200175	664439	Fungi	Basidiomycetes	GCA_000827475.1	18033	17984	Scaffold
Amanita muscaria Koide BX008	946122	Fungi	Basidiomycetes	GCA_000827485.1	18091	18093	Scaffold
Laccaria bicolor S238N-H82	486041	Fungi	Basidiomycetes	GCA_000143565.1	18264	18215	Scaffold
Suillus luteus UH-Slu-Lm8-n1	930992	Fungi	Basidiomycetes	GCA_000827255.1	18419	18303	Scaffold
Phialocephala scopiformis	149040	Fungi	Ascomycetes	GCA_001500285.1	18659	18567	Scaffold
Meliniomyces bicolor E	1095630	Fungi	Ascomycetes	GCA_002865645.1	18653	18617	Scaffold
Rachicladosporium antarcticum	1507870	Fungi	Ascomycetes	GCA_002077065.1	18854	18781	Scaffold
Peniophora sp. CONT	1314672	Fungi	Basidiomycetes	GCA_001632445.1	19182	18945	Scaffold
Mycena chlorophos	658473	Fungi	Basidiomycetes	GCA_001612595.1	17440	19140	Contig
Aspergillus fumigatus Af293	330879	Fungi	Ascomycetes	GCA_000002655.1	19832	19260	Chromosome
Allomyces macrogynus ATCC 38327	578462	Fungi	Other Fungi	GCA_000151295.1	19132	19447	Scaffold
Tulasnella calospora MUT 4182	1051891	Fungi	Basidiomycetes	GCA_000827465.1	19635	19554	Scaffold
Phellinus noxius	418867	Fungi	Basidiomycetes	GCA_002287475.1	19640	19640	Chromosome
Rhizopus microsporus	58291	Fungi	Other Fungi	GCA_000825725.1	19564	20087	Scaffold
Moniliophthora roreri	221103	Fungi	Basidiomycetes	GCA_001466705.1	20131	20131	Scaffold
Phialocephala subalpina	576137	Fungi	Ascomycetes	GCA_900073065.1	20284	20173	Scaffold
Neocallimastix californiae	1754190	Fungi	Other Fungi	GCA_002104975.1	21039	20214	Contig
Meliniomyces variabilis F	1149755	Fungi	Ascomycetes	GCA_002865655.1	20432	20386	Scaffold
Fusarium verticillioides 7600	334819	Fungi	Ascomycetes	GCA_000149555.1	16278	20574	Chromosome
Verticillium longisporum	100787	Fungi	Ascomycetes	GCA_001268145.1	20793	20793	Scaffold
Armillaria solidipes	1076256	Fungi	Basidiomycetes	GCA_002307675.1	21131	20808	Scaffold
Pisolithus microcarpus 441	765257	Fungi	Basidiomycetes	GCA_000827275.1	21104	20982	Scaffold
Scleroderma citrinum Foug A	1036808	Fungi	Basidiomycetes	GCA_000827425.1	20993	20995	Scaffold
Laccaria amethystina LaAM-08-1	1095629	Fungi	Basidiomycetes	GCA_000827195.1	21027	21033	Scaffold
Verticillium longisporum	100787	Fungi	Ascomycetes	GCA_001268165.1	21072	21072	Scaffold
Puccinia sorghi	27349	Fungi	Basidiomycetes	GCA_001263375.1	21687	21078	Scaffold
Galerina marginata CBS 339.88	685588	Fungi	Basidiomycetes	GCA_000697645.1	21539	21391	Scaffold
Piloderma croceum F 1598	765440	Fungi	Basidiomycetes	GCA_000827315.1	21607	21524	Scaffold
Paxillus rubicundulus Ve08.2h10	930991	Fungi	Basidiomycetes	GCA_000827395.1	22354	22036	Scaffold
Gymnopus luxurians FD-317 M1	944289	Fungi	Basidiomycetes	GCA_000827265.1	22395	22046	Scaffold
Armillaria ostoyae	47428	Fungi	Basidiomycetes	GCA_900157425.1	22581	22299	Contig
Rhizopus microsporus	58291	Fungi	Other Fungi	GCA_900000135.1	18885	22427	Scaffold
Fusarium oxysporum f. sp. cubense tropical race 4 54006	1089451	Fungi	Ascomycetes	GCA_000260195.2	16975	22487	Scaffold
Pisolithus tinctorius Marx 270	870435	Fungi	Basidiomycetes	GCA_000827335.1	22845	22653	Scaffold
Auricularia subglabra TFB-10046 SS5	717982	Fungi	Basidiomycetes	GCA_000265015.1	23783	23555	Scaffold
Fusarium oxysporum FOSC 3-a	909455	Fungi	Ascomycetes	GCA_000271745.2	17642	23735	Scaffold
Fusarium oxysporum f. sp. lycopersici MN25	1080343	Fungi	Ascomycetes	GCA_000259975.2	18297	24733	Scaffold
Fusarium oxysporum f. sp. radicis-lycopersici 26381	1089448	Fungi	Ascomycetes	GCA_000260155.3	18606	24739	Scaffold
Fusarium oxysporum Fo47	660027	Fungi	Ascomycetes	GCA_000271705.2	18553	24818	Scaffold
Fusarium oxysporum f. sp. vasinfectum 25433	1089449	Fungi	Ascomycetes	GCA_000260175.2	19271	25216	Scaffold
Fusarium oxysporum f. sp. raphani 54005	1089458	Fungi	Ascomycetes	GCA_000260235.2	19663	25666	Scaffold
Armillaria gallica	47427	Fungi	Basidiomycetes	GCA_002307695.1	26021	25695	Scaffold
Rhizophagus irregularis DAOM 181602=DAOM 197198	747089	Fungi	Other Fungi	GCA_000439145.3	26245	26147	Scaffold
Fusarium oxysporum f. sp. conglutinans race 2 54008	1089457	Fungi	Ascomycetes	GCA_000260215.2	20232	26246	Scaffold
Rhizophagus irregularis	588596	Fungi	Other Fungi	GCA_001593145.1	26470	26373	Scaffold
Fusarium oxysporum f. sp. pisi HDV247	1080344	Fungi	Ascomycetes	GCA_000260075.2	20000	26378	Scaffold
Rhizophagus irregularis	588596	Fungi	Other Fungi	GCA_001593205.1	26526	26430	Scaffold
Rhizophagus irregularis	588596	Fungi	Other Fungi	GCA_001593125.1	26582	26476	Scaffold
Rhizophagus irregularis	588596	Fungi	Other Fungi	GCA_001593155.1	26711	26618	Scaffold
Exidia glandulosa HHB12029	1314781	Fungi	Basidiomycetes	GCA_001632375.1	26835	26690	Scaffold
Fusarium oxysporum f. sp. melonis 26406	1089452	Fungi	Ascomycetes	GCA_000260495.2	20030	26719	Scaffold
Fusarium oxysporum f. sp. lycopersici 4287	426428	Fungi	Ascomycetes	GCA_000149955.2	21326	27347	Chromosome
Rhizophagus irregularis DAOM 197198w	1432141	Fungi	Other Fungi	GCA_000597685.1	27300	29911	Scaffold
Fibularhizoctonia sp. CBS 109695	436010	Fungi	Basidiomycetes	GCA_001630335.1	33036	32854	Scaffold
Sphaerobolus stellatus SS14	990650	Fungi	Basidiomycetes	GCA_000827215.1	36095	35181	Scaffold
Rhizophagus irregularis DAOM 181602=DAOM 197198	747089	Fungi	Other Fungi	GCA_002897155.1	41601	43673	Contig
